Объем,Бренд,Цена со скидкой,Цена,Тип вина,Цвет,Сахар,Страна производителя,Регион,Аппелласьон,Производитель,Категория,Сорт винограда,Выдержка в ёмкости,Содержание алкоголя,Температура подачи,Friendly,BiO,Винтаж,Подарочная упаковка
0.75,unknown,12900.0,12900.0,Тихое,Красное,Сухое,Франция,Бордо,Pessac-Léognan AOC,Chateau Pape Clement,AOC/AOP,МерлоКаберне совиньонКаберне франПти вердо,Бочка,13.5,17.0,0,0,2018,0
0.75,Fanagoria,339.0,424.0,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Fanagoria,ЗГУ,Шардоне,Стальной чан,13.25,9.0,0,0,unknown,0
0.75,Kavaklidere,678.0,848.0,Тихое,Красное,Сухое,Турция,Анатолия,unknown,Kavaklidere,unknown,ОкюзгезюКаберне совиньонАликантеМерло,Стальной чан,14.0,15.0,0,0,2021,0
0.75,Дербент Вино,625.0,781.0,Тихое,Красное,Сухое,Россия,Дагестан,Дагестан ЗГУ,Дербент Вино,ЗГУ,Мерло,unknown,12.5,17.0,0,0,unknown,0
0.75,unknown,16892.0,16892.0,Тихое,Красное,Сухое,Франция,Бордо,Pauillac AOC,Chateau Haut-Bages Liberal,AOC/AOP,Каберне совиньонМерло,Бочка,12.914653243847875,17.0,0,0,2016,0
0.75,Frescobaldi,3890.0,3890.0,Тихое,Красное,Сухое,Италия,Тоскана,Chianti DOCG,Frescobaldi,DOCG,Каберне совиньонКолориноМальвазия нераСанджовезе,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.75,unknown,9309.0,9309.0,Тихое,Красное,Сухое,Франция,Бордо,Medoc AOC,Chateau Potensac,AOC/AOP,МерлоКаберне совиньонКаберне франПти вердо,Бочка,14.0,17.0,0,0,2016,0
0.75,Albert Bichot,3332.0,4165.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis AOС,Albert Bichot,AOC/AOP,Шардоне,Стальной чан,12.914653243847875,9.0,0,0,unknown,0
3.0,Olymp Winery,1260.0,1260.0,Тихое,Белое,Полусладкое,Россия,Краснодарский край,unknown,Olymp Winery,unknown,АлиготеЦитронный магарача,unknown,11.0,11.0,0,0,unknown,0
0.75,unknown,252.0,315.0,Тихое,Красное,Полусладкое,Россия,Краснодарский край,unknown,Долина,unknown,МерлоСаперави,Стальной чан,10.0,17.0,0,0,unknown,0
0.75,unknown,2449.0,2449.0,Тихое,Белое,Сухое,Италия,Тоскана,Toscana IGT,Uggiano,IGT/IGP,Роль (верментино),Стальной чан,13.0,11.0,0,0,2022,0
0.75,Turk,14938.0,18673.0,Тихое,Белое,Сухое,Австрия,Нижняя Австрия,Kremstal DAC,Turk,DAC,Грюнер вельтлинер,Стальной чан,13.7,11.0,0,0,unknown,1
0.75,Dominus Estate,15490.0,15490.0,Тихое,Красное,Сухое,США,Калифорния,Napa Valley AVA,Dominus Estate,AVA,Каберне совиньонКаберне франПти вердо,Бочка,14.5,17.0,0,0,2014,0
0.375,Venica & Venica,5308.0,5308.0,Тихое,Белое,Сухое,Италия,Фриули-Венеция-Джулия,Collio DOC,Venica & Venica,DOC/DOP,Совиньон блан,Бочка,13.5,11.0,1,0,2022,0
0.75,unknown,2602.0,2602.0,Тихое,Красное,Сухое,Италия,Тоскана,Chianti Classico DOCG,Castellani,DOCG,СанджовезеКаберне совиньон,unknown,12.5,17.0,0,0,2020,0
0.75,d'Arenberg,1820.0,2275.0,Тихое,Белое,Сухое,Австралия,Южная Австралия,McLaren Vale GI,D`Arenberg,GI,Шардоне,Бочка,13.5,11.0,0,0,unknown,0
0.75,Jermann,5105.0,5105.0,Тихое,Белое,Сухое,Италия,Фриули-Венеция-Джулия,Venezia Giulia IGT,Jermann,IGT/IGP,Пино гриджо,Стальной чан,13.0,9.0,0,0,unknown,0
0.75,unknown,5153.0,5153.0,Тихое,Белое,Сухое,Италия,Трентино-Альто-Адидже,Vigneti Delle Dolomiti IGT,Cantina Tramin,IGT/IGP,Совиньон блан,Стальной чан,13.0,9.0,0,1,2023,0
0.75,Vitivinicola Cremaschi Barriga,840.0,1200.0,Тихое,Розовое,Сухое,Чили,Центральная долина,Central Valley DO,Vitivinicola Cremaschi Barriga,DO,Карменер,Стальной чан,13.0,11.0,0,0,2023,0
0.75,Tiflisi Marani,543.0,543.0,Тихое,Красное,Полусладкое,Грузия,Кахетия,unknown,Tiflisi Marani,unknown,Саперави,Стальной чан,11.0,15.0,0,0,2022,0
0.75,Marquis Delatre,1657.0,1657.0,Тихое,Белое,Сухое,Франция,Бордо,Bordeaux AOC,Marquis Delatre,AOC/AOP,Совиньон бланСемильон,unknown,12.0,7.0,0,0,2020,0
0.75,Le Maison Jean Loron,2856.0,3570.0,Тихое,Красное,Сухое,Франция,Бургундия,Bourgogne AOC,Le Maison Jean Loron,AOC/AOP,Пино нуар,Стальной чан,12.5,17.0,0,0,unknown,0
0.75,unknown,4665.0,4665.0,Тихое,Белое,Полусухое,Франция,Эльзас,Alsace AOC,Gustave Lorentz,AOC/AOP,Гевюрцтраминер,Стальной чан,13.5,9.0,0,0,2022,0
0.75,Kaapzicht,1703.0,2433.0,Тихое,Белое,Сухое,ЮАР,Западный Кейп,Stellenbosch WO,Kaapzicht,WO,Совиньон блан,Стальной чан,13.0,9.0,0,0,2023,0
0.75,unknown,878.0,1596.0,Тихое,Красное,Сухое,Россия,Крым,unknown,Сатера,unknown,Саперави,Бочка,13.0,17.0,0,0,2020,0
0.75,Olymp Winery,502.0,502.0,Тихое,Красное,Сухое,Россия,unknown,unknown,Olymp Winery,unknown,Каберне совиньон,unknown,11.0,17.0,0,0,unknown,0
0.75,Vinya Alfori,950.0,1187.0,Тихое,Красное,Сухое,Испания,Валенсия,Valencia DO,Vinya Alfori,DO,Монастрель,Стальной чан,13.5,17.0,0,1,unknown,0
0.75,unknown,695.0,993.0,Тихое,Белое,Полусухое,Аргентина,Мендоса,unknown,Andean Vineyards,unknown,ШардонеШенен блан,unknown,12.5,9.0,0,0,2022,0
0.75,San Marzano,2628.0,2628.0,Тихое,Красное,Полусухое,Италия,Апулия,Salento IGT,San Marzano,IGT/IGP,Примитиво,Стальной чан,12.914653243847875,17.0,0,0,2021,0
0.75,Olymp Winery,548.0,548.0,Тихое,Белое,Сухое,Россия,Краснодарский край,unknown,Olymp Winery,unknown,Ркацители,unknown,11.0,11.0,0,0,unknown,0
0.75,Tenuta Rapitala,1162.0,1453.0,Тихое,Красное,Полусухое,Италия,Сицилия,Sicilia DOC,Tenuta Rapitala,DOC/DOP,Неро д'авола,Стальной чан,13.5,17.0,0,0,unknown,0
0.75,Fanagoria,604.0,1098.0,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Fanagoria,ЗГУ,Рислинг,unknown,12.914653243847875,11.0,0,0,2022,0
0.75,unknown,1831.0,1831.0,Тихое,Белое,Сухое,Италия,Умбрия,Orvieto DOC,Castellani,DOC/DOP,ГрекеттоМальвазияТреббьяно,unknown,12.0,11.0,0,0,2022,0
0.75,Chateau Valandraud,130996.0,130996.0,Тихое,Красное,Сухое,Франция,Бордо,Saint-Emilion Grand Cru AOC,Chateau Valandraud,AOC/AOP,МерлоКаберне франКаберне совиньон,Бочка,14.0,17.0,0,0,< 2011,0
0.75,unknown,790.0,1128.0,Тихое,Красное,Сухое,Армения,Араратская долина,unknown,Tierras de Armenia,unknown,АрениМальбек,unknown,13.5,17.0,0,0,2022,0
0.75,Alejandro Fernandez,7069.0,7069.0,Тихое,Красное,Сухое,Испания,Кастилия и Леон,Ribera del Duero DO,Alejandro Fernandez,DO,Темпранильо,Бочка,15.0,17.0,0,0,unknown,0
0.75,689 Cellars,2437.0,3046.0,Тихое,Красное,Полусухое,США,Калифорния,California,689 Cellars,unknown,Каберне совиньон,Бочка,14.5,17.0,0,0,unknown,0
0.75,Symington,1730.0,2162.0,Тихое,Красное,Сухое,Португалия,Порту и Дору,Douro DOC,Symington,DOC/DOP,Турига франкаТурига насьональТинта роришТинта баррокаТинкта као,Бочка,13.5,17.0,0,1,unknown,0
0.75,Bellene,71466.0,71466.0,Тихое,Красное,Сухое,Франция,Бургундия,Clos de la Roche Grand Cru AOC,Bellene,AOC/AOP,Пино нуар,Бочка,12.914653243847875,15.0,1,1,2018,0
0.75,Martin Codax,2236.0,2795.0,Тихое,Белое,Сухое,Испания,Галисия,Rias Baixas DO,Martin Codax,DO,Альбариньо,Стальной чан,12.5,11.0,0,0,unknown,0
0.75,Alejandro Fernandez,4213.0,4213.0,Тихое,Красное,Сухое,Испания,Кастилия и Леон,Ribera del Duero DO,Alejandro Fernandez,DO,Темпранильо,Бочка,14.0,17.0,0,0,unknown,0
0.75,Manuel da Costa Carvalho Lima & Filhos,1686.0,1686.0,Тихое,Розовое,Полусухое,Португалия,Минью,Vinho Verde DOC,Manuel da Costa Carvalho Lima & Filhos,DOC/DOP,БоррасалПадейро де басто,unknown,9.0,9.0,0,0,2020,0
0.75,unknown,3293.0,3293.0,Тихое,Белое,Сухое,ЮАР,Западный Кейп,Jonkershoek Valley WO,Lanzerac,WO,Шардоне,unknown,14.0,11.0,0,0,2022,0
0.75,Kaapzicht,3365.0,3365.0,Тихое,Красное,Полусухое,ЮАР,Западный Кейп,Stellenbosch WO,Kaapzicht,WO,МерлоШиразКаберне франМальбекПти вердо,Бочка,14.5,17.0,0,0,2020,0
0.75,Pascal Prunier-Bonheur,12004.0,12004.0,Тихое,Белое,Сухое,Франция,Бургундия,Beaune AOC,Pascal Prunier-Bonheur,AOC/AOP,Шардоне,Бочка,13.0,11.0,0,0,2020,0
0.75,Les Celliers Jean d'Alibert,1230.0,1538.0,Тихое,Красное,Сухое,Франция,Лангедок-Руссийон,Pays d'Oc IGP,Les Celliers Jean d'Alibert,IGT/IGP,Мерло,Стальной чан,11.0,17.0,0,0,unknown,0
0.75,unknown,6094.0,6094.0,Тихое,Белое,Полусухое,Новая Зеландия,Мальборо,Marlborough,Vinultra,unknown,Рислинг,unknown,11.5,9.0,0,0,2022,0
0.75,Массандра,466.0,583.0,Креплёное,Красное,Сладкое,Россия,Крым,Крым ЗГУ,Массандра,ЗГУ,Красные сорта винограда,Стальной чан,17.0,17.0,0,0,unknown,0
0.75,Chateau Mukhrani,7702.0,9627.0,Тихое,Красное,Сухое,Грузия,Картли,unknown,Chateau Mukhrani,unknown,Шавкапито,Бочка,13.0,17.0,0,0,unknown,0
0.75,unknown,2017.0,2017.0,Тихое,Красное,Сухое,Аргентина,Мендоса,Mendoza,Bodega Navarro Correas,unknown,Каберне совиньон,Бочка,13.0,17.0,0,0,2022,0
0.75,Domaine Ubi,1422.0,1777.0,Тихое,Белое,Сухое,Франция,Юго-Запад,Cotes de Gascogne IGP,Domaine Ubi,IGT/IGP,Совиньон блан,Стальной чан,11.5,9.0,0,1,unknown,0
0.75,Donnafugata,5990.0,5990.0,Тихое,Красное,Сухое,Италия,Сицилия,Etna DOC,Donnafugata,DOC/DOP,Нерелло маскалезе,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.75,Oremus,6190.0,6190.0,Тихое,Белое,Сухое,Венгрия,Токай,unknown,Oremus,unknown,Фурминт,Бочка,13.5,11.0,0,0,2018,0
0.75,unknown,2977.0,2977.0,Тихое,Красное,Сухое,Италия,Тоскана,Chianti Classico DOCG,Castellani,DOCG,Санджовезе,unknown,13.0,17.0,0,0,2018,0
0.75,Misty Cove,1498.0,2140.0,Тихое,Розовое,Полусухое,Новая Зеландия,Мальборо,Marlborough,Misty Cove,unknown,РислингПино нуар,Стальной чан,12.0,11.0,0,0,unknown,0
0.75,Раевское,1492.0,1865.0,Тихое,Розовое,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Раевское,ЗГУ,Темпранильо,Бочка,11.7,11.0,0,0,unknown,0
0.75,unknown,32921.0,32921.0,Тихое,Красное,Сухое,Франция,Бургундия,Morey-Saint-Denis 1er Cru AOC,Domaine Taupenot-Merme,AOC/AOP,Пино нуар,Бочка,13.5,15.0,0,1,2020,0
0.75,Piccini,1172.0,1465.0,Тихое,Розовое,Сухое,Италия,Сицилия,unknown,Piccini,unknown,Неро д'аволаМонтепульчаноМерлоНегроамаро,Стальной чан,12.914653243847875,9.0,0,0,unknown,0
0.75,Cono Sur,702.0,877.0,Тихое,Красное,Полусухое,Чили,Центральная долина,Central Valley DO,Cono Sur,DO,Каберне совиньон,Стальной чан,12.0,17.0,0,0,unknown,0
0.75,unknown,1339.0,1339.0,Тихое,Белое,Сухое,Чили,Центральная долина,Maule Valley DO,Viña del Pedregal,DO,Совиньон блан,unknown,13.0,9.0,0,0,2019,0
0.75,unknown,2271.0,2271.0,Тихое,Белое,Сухое,Франция,Долина Луары,Val de Loire IGT,Joseph Verdier,IGT/IGP,Шенен блан,Стальной чан,12.0,11.0,0,0,2022,0
0.75,Lupe-Cholet,5654.0,5654.0,Тихое,Красное,Сухое,Франция,Бургундия,Bourgogne AOC,Lupe-Cholet,AOC/AOP,Пино нуар,Бочка,13.0,15.0,0,0,unknown,0
1.5,Poggio al Tesoro,52144.0,52144.0,Тихое,Красное,Сухое,Италия,Тоскана,Bolgheri DOC,Poggio al Tesoro,DOC/DOP,Каберне совиньонМерлоКаберне фран,Бочка,15.0,17.0,0,0,2018,1
0.75,Bodega del Fin del Mundo,2151.0,3073.0,Тихое,Белое,Сухое,Аргентина,Патагония,Patagonia IG,Bodega del Fin del Mundo,IG,Шардоне,Бочка,13.5,11.0,0,0,2021,0
0.75,Domaine Roux Pere & Fils,1656.0,2070.0,Тихое,Белое,Сухое,Франция,Бургундия,unknown,Domaine Roux Pere & Fils,unknown,Шардоне,Стальной чан,13.0,11.0,0,0,unknown,0
0.75,Bellene,75068.0,75068.0,Тихое,Красное,Сухое,Франция,Бургундия,Clos Vougeot Grand Cru AOС,Bellene,AOC/AOP,Пино нуар,Бочка,13.5,15.0,1,1,2015,0
0.75,unknown,3516.0,3516.0,Тихое,Красное,Полусухое,Италия,Апулия,Primitivo di Manduria DOC,Botter,DOC/DOP,Примитиво,Стальной чан,14.5,19.0,0,0,2021,0
0.75,Дом Захарьиных,1462.0,1828.0,Тихое,Розовое,Сухое,Россия,Крым,Крым ЗГУ,Дом Захарьиных,ЗГУ,АлеатикоКефесия,Стальной чан,11.0,11.0,0,0,unknown,0
0.75,unknown,1375.0,1719.0,Тихое,Красное,Сухое,Россия,Ростовская область,Долина Дона ЗГУ,Винодельня Ведерниковъ,ЗГУ,Каберне совиньонКрасностоп золотовскийЦимлянский черный,Бочка,14.0,17.0,0,0,2020,0
0.75,Bodegas del Saz,701.0,876.0,Тихое,Белое,Сухое,Испания,Кастилия-Ла-Манча,unknown,Bodegas del Saz,unknown,Айрен,Стальной чан,11.25,9.0,0,0,unknown,0
0.75,Cantine Cellaro,2820.0,3525.0,Тихое,Розовое,Сухое,Италия,Сицилия,Terre Siciliane IGT,Cantine Cellaro,IGT/IGP,Нерелло маскалезеКаберне совиньонМерло,Стальной чан,12.5,9.0,0,0,unknown,0
0.75,Viu Manent,1412.0,1765.0,Тихое,Розовое,Сухое,Чили,Центральная долина,Colchagua Valley DO,Viu Manent,DO,Мальбек,Стальной чан,13.0,11.0,0,0,unknown,0
0.75,Arrocal,3778.0,4723.0,Тихое,Красное,Сухое,Испания,Рибера дель Дуэро,Ribera del Duero DO,Arrocal,DO,Темпранильо,Бочка,14.0,17.0,0,0,unknown,0
0.75,Luis Felipe Edwards,653.0,816.0,Тихое,Красное,Сухое,Чили,Центральная долина,Central Valley DO,Luis Felipe Edwards,DO,Мерло,Стальной чан,13.0,17.0,0,0,unknown,0
0.75,Steinschaden,2555.0,2555.0,Тихое,Белое,Полусухое,Австрия,Нижняя Австрия,Niederosterreich,Steinschaden,unknown,Грюнер вельтлинер,Стальной чан,12.0,9.0,0,0,2022,0
0.75,Alma Valley,657.0,821.0,Тихое,Розовое,Сухое,Россия,Крым,Крым ЗГУ,Alma Valley,ЗГУ,Пино нуарМерлоКефесия,unknown,12.5,11.0,0,0,unknown,0
0.75,Secondo Marco,8854.0,11067.0,Тихое,Красное,Сухое,Италия,Венето,Amarone della Valpolicella DOCG,Secondo Marco,DOCG,КорвинонеКорвинаРондинелла,Бочка,16.0,17.0,0,0,unknown,0
0.187,unknown,423.0,423.0,Тихое,Белое,Полусухое,Австралия,Юго-Восточная Австралия,South Eastern Australia GI,Hardy’s,GI,ШардонеСемильон,unknown,13.0,9.0,0,0,2022,0
0.75,unknown,59713.0,59713.0,Тихое,Красное,Сухое,Чили,Центральная долина,Puente Alto DO,Almaviva,DO,Каберне совиньонКарменерКаберне франПти вердо,Бочка,15.0,17.0,0,0,2020,0
0.75,unknown,16836.0,16836.0,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Il Borro,IGT/IGP,МерлоКаберне совиньонСира,Бочка,14.5,17.0,0,1,2020,0
0.75,Chateau Pinot,580.0,725.0,Тихое,Белое,Полусладкое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Chateau Pinot,ЗГУ,Совиньон гриРуссан,Стальной чан,13.7,11.0,0,0,unknown,0
0.75,Bodega del Fin del Mundo,2200.0,2200.0,Тихое,Красное,Сухое,Аргентина,Патагония,Patagonia IG,Bodega del Fin del Mundo,IG,Каберне совиньон,Бочка,14.1,17.0,0,0,2020,0
0.75,Chateau Pinot,1036.0,1295.0,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Chateau Pinot,ЗГУ,ШардонеРислингПино гри,Стальной чан,12.5,9.0,0,0,unknown,0
0.75,Chateau Cantemerle,11508.0,11508.0,Тихое,Красное,Сухое,Франция,Бордо,Haut-Médoc AOC,Chateau Cantemerle,AOC/AOP,Каберне совиньонМерлоКаберне франПти вердо,Бочка,13.0,17.0,0,0,2016,0
0.75,Chateau Pinot,580.0,725.0,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Chateau Pinot,ЗГУ,Пино нуарСаперави,Стальной чан,13.0,17.0,0,0,unknown,0
0.75,Bogarve 1915,1160.0,1450.0,Тихое,Красное,Сладкое,Испания,unknown,unknown,Bogarve 1915,unknown,Гарнача тинторера,Бочка,15.0,15.0,0,0,unknown,0
0.7,Olymp Winery,470.0,470.0,Тихое,Белое,Полусладкое,Россия,Краснодарский край,unknown,Olymp Winery,unknown,Мускат,unknown,11.0,11.0,0,0,unknown,0
0.75,Бурлюк,337.0,421.0,Тихое,Розовое,Полусухое,Россия,Крым,unknown,Бурлюк,unknown,РкацителиМолдова,Стальной чан,10.5,9.0,0,0,unknown,0
0.75,Castillo Perelada,2475.0,3094.0,Тихое,Красное,Сухое,Испания,Каталония,Emporda DO,Castillo Perelada,DO,ГарначаКаберне совиньонМерлоСираМонастрельКаберне фран,Бочка,14.0,17.0,0,0,unknown,1
0.75,Tenuta Santa Lucia,1762.0,2202.0,Тихое,Белое,Сухое,Италия,Эмилия-Романья,Rubicone IGT,Tenuta Santa Lucia,IGT/IGP,Фамозо,Стальной чан,12.5,11.0,0,1,unknown,0
0.75,Albino Armani,2797.0,3496.0,Тихое,Красное,Сухое,Италия,Трентино-Альто-Адидже,Valdadige DOC,Albino Armani,DOC/DOP,Казетта,Бочка,13.0,17.0,0,0,unknown,0
0.75,Vercoope,1205.0,1205.0,Тихое,Белое,Полусухое,Португалия,Минью,Vinho Verde DOC,Vercoope,DOC/DOP,Лоурейру,Стальной чан,11.0,9.0,0,0,unknown,0
0.75,Felix Solis Avantis,954.0,1193.0,Тихое,Розовое,Полусухое,Испания,unknown,unknown,Felix Solis Avantis,unknown,ГарначаБобальТемпранильо,Стальной чан,13.0,9.0,0,0,unknown,0
0.75,Luis Felipe Edwards,723.0,904.0,Тихое,Розовое,Сухое,Чили,Центральная долина,unknown,Luis Felipe Edwards,unknown,МерлоКаберне совиньон,Стальной чан,12.0,11.0,0,0,unknown,0
1.5,Галицкий и Галицкий,8490.0,8490.0,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань ЗГУ,Галицкий и Галицкий,ЗГУ,Каберне совиньон,Бочка,13.0,17.0,0,0,unknown,0
0.75,Pago de La Jaraba,3182.0,3182.0,Тихое,Красное,Сухое,Испания,Кастилия-Ла-Манча,La Jaraba DOP,Pago de La Jaraba,DOC/DOP,ТемпранильоМерлоГрасианоКаберне совиньон,Бочка,13.5,17.0,0,0,2021,0
0.75,Catena Zapata,1571.0,1571.0,Тихое,Красное,Сухое,Аргентина,Мендоса,Mendoza,Catena Zapata,unknown,Каберне совиньон,Бочка,14.0,17.0,0,0,unknown,0
0.75,Allegrini,7605.0,7605.0,Тихое,Красное,Сухое,Италия,Венето,Veronese IGT,Allegrini,IGT/IGP,Корвина веронезеОзелета,Бочка,14.0,17.0,1,0,2020,0
0.7,Olymp Winery,420.0,420.0,Тихое,Красное,Полусладкое,Россия,Краснодарский край,unknown,Olymp Winery,unknown,Каберне совиньонМерлоДойна,unknown,11.0,17.0,0,0,unknown,0
0.75,unknown,2278.0,2278.0,Тихое,Белое,Сухое,Аргентина,Мендоса,Mendoza,Bodega Navarro Correas,unknown,Шардоне,Бочка,13.0,9.0,0,0,2023,0
0.75,Виноградники Гай-Кодзора,1233.0,1233.0,Тихое,Красное,Сухое,Россия,Краснодарский край,unknown,Виноградники Гай-Кодзора,unknown,СираМурведрГренашМальбек,Стальной чан,14.0,17.0,0,0,unknown,0
0.75,Olymp Winery,580.0,580.0,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань ЗГУ,Olymp Winery,ЗГУ,Шардоне,unknown,11.5,11.0,0,0,unknown,0
0.75,Golan Heights,2880.0,2880.0,Тихое,Белое,Сухое,Израиль,Галилея,unknown,Golan Heights,unknown,Гевюрцтраминер,Стальной чан,14.5,11.0,0,0,unknown,0
3.0,Montes,19160.0,19160.0,Тихое,Красное,Сухое,Аргентина,Центральная долина,Colchagua Valley DO,Montes,DO,Каберне совиньонМерло,Бочка,14.5,17.0,0,0,unknown,0
0.75,unknown,1269.0,2307.0,Тихое,Красное,Сухое,Россия,Крым,unknown,Сатера,unknown,Одесский чёрный,Бочка,12.5,11.0,0,0,2017,0
0.75,unknown,1565.0,2235.0,Тихое,Белое,Полусладкое,Франция,Бордо,Bordeaux AOC,Ginestet,AOC/AOP,СемильонСовиньон блан,unknown,11.5,9.0,0,0,2023,0
0.75,Golser Wein,1323.0,1890.0,Тихое,Белое,Полусухое,Австрия,Бургенланд,unknown,Golser Wein,unknown,Мускат оттонель,Стальной чан,12.0,11.0,1,0,2021,0
0.75,Castello Banfi,1990.0,1990.0,Тихое,Красное,Полусухое,Италия,Тоскана,Toscana IGT,Castello Banfi,IGT/IGP,СанджовезеКаберне совиньон,Стальной чан,12.914653243847875,17.0,0,0,unknown,0
0.75,Domaine Roy,17378.0,17378.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis Grand Cru AOС,Domaine Roy,AOC/AOP,Шардоне,Стальной чан,13.0,11.0,0,0,2022,0
0.75,unknown,5462.0,5462.0,Тихое,Красное,Сухое,Новая Зеландия,Мальборо,Marlborough,Vinultra,unknown,Пино нуар,Бочка,14.0,17.0,0,0,2020,0
0.75,Somewhere Else Vineyards,1530.0,1913.0,Тихое,Красное,Сухое,Аргентина,unknown,unknown,Somewhere Else Vineyards,unknown,Каберне фран,Бочка,14.0,17.0,0,0,unknown,0
0.75,Dominus Estate,127619.0,127619.0,Тихое,Красное,Сухое,США,Калифорния,Napa Valley AVA,Dominus Estate,AVA,Каберне совиньонКаберне франПти вердо,Бочка,14.5,17.0,0,0,2014,0
0.75,Bellene,16571.0,16571.0,Тихое,Красное,Сухое,Франция,Бургундия,Savigny-les-Beaune 1-er Cru AOC,Bellene,AOC/AOP,Пино нуар,Бочка,13.5,15.0,1,1,2020,0
0.75,unknown,2237.0,2237.0,Тихое,Красное,Сухое,Чили,Центральная долина,Maule Valley DO,Viña J. Bouchon,DO,КарменерСира,Стальной чан,13.0,17.0,1,0,2020,0
0.75,Château La Favière,1047.0,1309.0,Тихое,Красное,Сухое,Франция,Бордо,Bordeaux Superieur AOС,Château La Favière,AOC/AOP,МерлоКаберне франКаберне совиньон,Бочка,13.0,17.0,0,0,unknown,0
0.75,unknown,4436.0,4436.0,Тихое,Красное,Сухое,Армения,Араратская долина,unknown,Tierras de Armenia,unknown,Сира,unknown,14.7,17.0,0,0,2022,0
0.75,Losito e Guarini,1660.0,1660.0,Тихое,Белое,Полусухое,Италия,Апулия,Puglia IGT,Losito e Guarini,IGT/IGP,Треббьяно,Стальной чан,12.914653243847875,9.0,1,1,2021,0
0.75,СХП Виноградное,208.0,260.0,Тихое,Красное,Сухое,Россия,Ставропольский край,unknown,СХП Виноградное,unknown,Каберне совиньон,Стальной чан,11.0,17.0,0,0,unknown,0
0.75,Porttable Produtos Alimentares,1956.0,2445.0,Тихое,Белое,Сухое,Португалия,Дору,Douro DOC,Porttable Produtos Alimentares,DOC/DOP,Кодега до лариньоРабигатоГувейоВиозинью,Бочка,13.0,9.0,0,0,unknown,0
0.75,unknown,14697.0,14697.0,Тихое,Красное,Сухое,Италия,Сицилия,Etna DOC,Pietradolce,DOC/DOP,Нерелло маскалезе,Бочка,15.0,17.0,0,0,2019,0
1.5,Petrolo,62350.0,62350.0,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Petrolo,IGT/IGP,Мерло,Бочка,12.914653243847875,17.0,0,1,2017,0
0.75,Castillo Perelada,2475.0,3094.0,Тихое,Красное,Сухое,Испания,Каталония,Emporda DO,Castillo Perelada,DO,ГарначаКаберне совиньонМерлоСираМонастрельКаберне фран,Бочка,14.0,17.0,0,0,unknown,1
0.75,Tenuta Santa Lucia,1762.0,2202.0,Тихое,Белое,Сухое,Италия,Эмилия-Романья,Rubicone IGT,Tenuta Santa Lucia,IGT/IGP,Фамозо,Стальной чан,12.5,11.0,0,1,unknown,0
0.75,Albino Armani,2797.0,3496.0,Тихое,Красное,Сухое,Италия,Трентино-Альто-Адидже,Valdadige DOC,Albino Armani,DOC/DOP,Казетта,Бочка,13.0,17.0,0,0,unknown,0
0.75,Vercoope,1205.0,1205.0,Тихое,Белое,Полусухое,Португалия,Минью,Vinho Verde DOC,Vercoope,DOC/DOP,Лоурейру,Стальной чан,11.0,9.0,0,0,unknown,0
0.75,Luis Felipe Edwards,723.0,904.0,Тихое,Розовое,Сухое,Чили,Центральная долина,unknown,Luis Felipe Edwards,unknown,МерлоКаберне совиньон,Стальной чан,12.0,11.0,0,0,unknown,0
1.5,Галицкий и Галицкий,8490.0,8490.0,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань ЗГУ,Галицкий и Галицкий,ЗГУ,Каберне совиньон,Бочка,13.0,17.0,0,0,unknown,0
0.75,Pago de La Jaraba,3182.0,3182.0,Тихое,Красное,Сухое,Испания,Кастилия-Ла-Манча,La Jaraba DOP,Pago de La Jaraba,DOC/DOP,ТемпранильоМерлоГрасианоКаберне совиньон,Бочка,13.5,17.0,0,0,2021,0
0.75,Allegrini,7605.0,7605.0,Тихое,Красное,Сухое,Италия,Венето,Veronese IGT,Allegrini,IGT/IGP,Корвина веронезеОзелета,Бочка,14.0,17.0,1,0,2020,0
0.75,unknown,2278.0,2278.0,Тихое,Белое,Сухое,Аргентина,Мендоса,Mendoza,Bodega Navarro Correas,unknown,Шардоне,Бочка,13.0,9.0,0,0,2023,0
0.75,Olymp Winery,580.0,580.0,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань ЗГУ,Olymp Winery,ЗГУ,Шардоне,unknown,11.5,11.0,0,0,unknown,0
0.75,unknown,1269.0,2307.0,Тихое,Красное,Сухое,Россия,Крым,unknown,Сатера,unknown,Одесский чёрный,Бочка,12.5,11.0,0,0,2017,0
